componente,unidade,Valor por 100g,Porção Média (50 g),codigo_alimento,nome_alimento
Energia,kJ,378,188,BRC0248C,Nome não encontrado
Energia,kcal,90,45,BRC0248C,Nome não encontrado
Umidade,g,"76,5","38,3",BRC0248C,Nome não encontrado
Carboidrato total,g,"19,3","9,67",BRC0248C,Nome não encontrado
Carboidrato disponível,g,"12,5","6,27",BRC0248C,Nome não encontrado
Proteína,g,"0,88","0,44",BRC0248C,Nome não encontrado
Lipídios,g,"2,58","1,29",BRC0248C,Nome não encontrado
Fibra alimentar,g,"6,80","3,40",BRC0248C,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0248C,Nome não encontrado
Cinzas,g,"0,71","0,36",BRC0248C,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC0248C,Nome não encontrado
Ácidos graxos saturados,g,"0,02","0,01",BRC0248C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,06","0,03",BRC0248C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,01","0,01",BRC0248C,Nome não encontrado
Ácidos graxos trans,g,"0,03","0,02",BRC0248C,Nome não encontrado
Cálcio,mg,"40,0","20,0",BRC0248C,Nome não encontrado
Ferro,mg,"0,29","0,15",BRC0248C,Nome não encontrado
Sódio,mg,"9,00","4,50",BRC0248C,Nome não encontrado
Magnésio,mg,"22,0","11,0",BRC0248C,Nome não encontrado
Fósforo,mg,"21,0","10,5",BRC0248C,Nome não encontrado
Potássio,mg,257,128,BRC0248C,Nome não encontrado
Manganês,mg,"0,15","0,07",BRC0248C,Nome não encontrado
Zinco,mg,"0,43","0,22",BRC0248C,Nome não encontrado
Cobre,mg,"0,11","0,05",BRC0248C,Nome não encontrado
Selênio,mcg,"0,00","0,00",BRC0248C,Nome não encontrado
Vitamina A (RE),mcg,"9,00","4,50",BRC0248C,Nome não encontrado
Vitamina A (RAE),mcg,"3,00","1,50",BRC0248C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0248C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"6,33","3,17",BRC0248C,Nome não encontrado
Tiamina,mg,"0,00","0,00",BRC0248C,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0248C,Nome não encontrado
Niacina,mg,"0,38","0,19",BRC0248C,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0248C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0248C,Nome não encontrado
Vitamina C,mg,"38,5","19,3",BRC0248C,Nome não encontrado
Equivalente de folato,mcg,,traços,BRC0248C,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0248C,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0248C,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0248C,Nome não encontrado
Proteína vegetal,g,"0,88","0,44",BRC0248C,Nome não encontrado
Proteína animal,g,"0,00","0,00",BRC0248C,Nome não encontrado
