componente,unidade,Valor por 100g,Colher sopa cheia (20 g),codigo_alimento,nome_alimento
Energia,kJ,497,99,BRC1000B,Nome não encontrado
Energia,kcal,119,23,BRC1000B,Nome não encontrado
Umidade,g,"72,4","14,5",BRC1000B,Nome não encontrado
Carboidrato total,g,"8,87","1,77",BRC1000B,Nome não encontrado
Carboidrato disponível,g,"3,69","0,74",BRC1000B,Nome não encontrado
Proteína,g,"11,9","2,37",BRC1000B,Nome não encontrado
Lipídios,g,"5,18","1,04",BRC1000B,Nome não encontrado
Fibra alimentar,g,"5,18","1,04",BRC1000B,Nome não encontrado
Álcool,g,"0,00","0,00",BRC1000B,Nome não encontrado
Cinzas,g,"1,67","0,33",BRC1000B,Nome não encontrado
Colesterol,mg,"0,00","0,00",BRC1000B,Nome não encontrado
Ácidos graxos saturados,g,"0,62","0,12",BRC1000B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,28","0,26",BRC1000B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,15","0,43",BRC1000B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC1000B,Nome não encontrado
Cálcio,mg,"62,8","12,6",BRC1000B,Nome não encontrado
Ferro,mg,"2,26","0,45",BRC1000B,Nome não encontrado
Sódio,mg,193,"38,7",BRC1000B,Nome não encontrado
Magnésio,mg,"63,7","12,7",BRC1000B,Nome não encontrado
Fósforo,mg,168,"33,6",BRC1000B,Nome não encontrado
Potássio,mg,433,"86,8",BRC1000B,Nome não encontrado
Manganês,mg,"0,00","0,00",BRC1000B,Nome não encontrado
Zinco,mg,"1,36","0,27",BRC1000B,Nome não encontrado
Cobre,mg,"0,34","0,07",BRC1000B,Nome não encontrado
Selênio,mcg,"0,80","0,16",BRC1000B,Nome não encontrado
Vitamina A (RE),mcg,,,BRC1000B,Nome não encontrado
Vitamina A (RAE),mcg,"14,9","2,99",BRC1000B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC1000B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,68","0,14",BRC1000B,Nome não encontrado
Tiamina,mg,"0,20","0,04",BRC1000B,Nome não encontrado
Riboflavina,mg,"0,15","0,03",BRC1000B,Nome não encontrado
Niacina,mg,"0,91","0,18",BRC1000B,Nome não encontrado
Vitamina B6,mg,"0,10","0,02",BRC1000B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC1000B,Nome não encontrado
Vitamina C,mg,309,"61,9",BRC1000B,Nome não encontrado
Equivalente de folato,mcg,"0,00","0,00",BRC1000B,Nome não encontrado
Sal de adição,g,"0,47","0,09",BRC1000B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC1000B,Nome não encontrado
Gordura de adição,g,-,-,BRC1000B,Nome não encontrado
Proteína vegetal,g,-,-,BRC1000B,Nome não encontrado
Proteína animal,g,-,-,BRC1000B,Nome não encontrado
