componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,825,825,BRC0633A,Nome não encontrado
Energia,kcal,197,196,BRC0633A,Nome não encontrado
Umidade,g,"59,8","59,8",BRC0633A,Nome não encontrado
Carboidrato total,g,"14,2","14,2",BRC0633A,Nome não encontrado
Carboidrato disponível,g,"13,6","13,6",BRC0633A,Nome não encontrado
Proteína,g,"14,0","14,0",BRC0633A,Nome não encontrado
Lipídios,g,"9,49","9,49",BRC0633A,Nome não encontrado
Fibra alimentar,g,"0,66","0,66",BRC0633A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0633A,Nome não encontrado
Cinzas,g,"2,53","2,53",BRC0633A,Nome não encontrado
Colesterol,mg,"42,7","42,7",BRC0633A,Nome não encontrado
Ácidos graxos saturados,g,"4,93","4,93",BRC0633A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,50","2,50",BRC0633A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,41","0,41",BRC0633A,Nome não encontrado
Ácidos graxos trans,g,"0,26","0,26",BRC0633A,Nome não encontrado
Cálcio,mg,241,241,BRC0633A,Nome não encontrado
Ferro,mg,"1,07","1,07",BRC0633A,Nome não encontrado
Sódio,mg,595,595,BRC0633A,Nome não encontrado
Magnésio,mg,"14,3","14,3",BRC0633A,Nome não encontrado
Fósforo,mg,248,248,BRC0633A,Nome não encontrado
Potássio,mg,141,141,BRC0633A,Nome não encontrado
Manganês,mg,"0,15","0,15",BRC0633A,Nome não encontrado
Zinco,mg,"1,80","1,80",BRC0633A,Nome não encontrado
Cobre,mg,"0,07","0,07",BRC0633A,Nome não encontrado
Selênio,mcg,129,129,BRC0633A,Nome não encontrado
Vitamina A (RE),mcg,"2,54","2,54",BRC0633A,Nome não encontrado
Vitamina A (RAE),mcg,"2,54","2,54",BRC0633A,Nome não encontrado
Vitamina D,mcg,"0,19","0,19",BRC0633A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,11","0,11",BRC0633A,Nome não encontrado
Tiamina,mg,"0,19","0,19",BRC0633A,Nome não encontrado
Riboflavina,mg,"0,07","0,07",BRC0633A,Nome não encontrado
Niacina,mg,"2,75","2,75",BRC0633A,Nome não encontrado
Vitamina B6,mg,"0,00","0,00",BRC0633A,Nome não encontrado
Vitamina B12,mcg,"0,85","0,85",BRC0633A,Nome não encontrado
Vitamina C,mg,"0,98","0,98",BRC0633A,Nome não encontrado
Equivalente de folato,mcg,"39,5","39,5",BRC0633A,Nome não encontrado
Sal de adição,g,,,BRC0633A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0633A,Nome não encontrado
Gordura de adição,g,-,-,BRC0633A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0633A,Nome não encontrado
Proteína animal,g,-,-,BRC0633A,Nome não encontrado
