componente,unidade,Valor por 100g,Porção Média (100 g),codigo_alimento,nome_alimento
Energia,kJ,617,617,BRC0032J,Nome não encontrado
Energia,kcal,148,148,BRC0032J,Nome não encontrado
Umidade,g,"74,7","74,7",BRC0032J,Nome não encontrado
Carboidrato total,g,"3,38","3,38",BRC0032J,Nome não encontrado
Carboidrato disponível,g,"2,66","2,66",BRC0032J,Nome não encontrado
Proteína,g,"9,73","9,73",BRC0032J,Nome não encontrado
Lipídios,g,"10,8","10,8",BRC0032J,Nome não encontrado
Fibra alimentar,g,"0,72","0,72",BRC0032J,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0032J,Nome não encontrado
Cinzas,g,"1,38","1,38",BRC0032J,Nome não encontrado
Colesterol,mg,236,236,BRC0032J,Nome não encontrado
Ácidos graxos saturados,g,"3,70","3,70",BRC0032J,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,54","3,54",BRC0032J,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,07","2,07",BRC0032J,Nome não encontrado
Ácidos graxos trans,g,"0,09","0,09",BRC0032J,Nome não encontrado
Cálcio,mg,100,100,BRC0032J,Nome não encontrado
Ferro,mg,"1,55","1,55",BRC0032J,Nome não encontrado
Sódio,mg,411,411,BRC0032J,Nome não encontrado
Magnésio,mg,"13,2","13,2",BRC0032J,Nome não encontrado
Fósforo,mg,161,161,BRC0032J,Nome não encontrado
Potássio,mg,190,190,BRC0032J,Nome não encontrado
Manganês,mg,"0,08","0,08",BRC0032J,Nome não encontrado
Zinco,mg,"1,27","1,27",BRC0032J,Nome não encontrado
Cobre,mg,"0,10","0,10",BRC0032J,Nome não encontrado
Selênio,mcg,"10,6","10,6",BRC0032J,Nome não encontrado
Vitamina A (RE),mcg,167,167,BRC0032J,Nome não encontrado
Vitamina A (RAE),mcg,139,139,BRC0032J,Nome não encontrado
Vitamina D,mcg,"1,29","1,29",BRC0032J,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,22","1,22",BRC0032J,Nome não encontrado
Tiamina,mg,"0,06","0,06",BRC0032J,Nome não encontrado
Riboflavina,mg,"0,41","0,41",BRC0032J,Nome não encontrado
Niacina,mg,"0,89","0,89",BRC0032J,Nome não encontrado
Vitamina B6,mg,"0,05","0,05",BRC0032J,Nome não encontrado
Vitamina B12,mcg,"0,62","0,62",BRC0032J,Nome não encontrado
Vitamina C,mg,"3,34","3,34",BRC0032J,Nome não encontrado
Equivalente de folato,mcg,"27,3","27,3",BRC0032J,Nome não encontrado
Sal de adição,g,"0,47","0,47",BRC0032J,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0032J,Nome não encontrado
Gordura de adição,g,-,-,BRC0032J,Nome não encontrado
Proteína vegetal,g,-,-,BRC0032J,Nome não encontrado
Proteína animal,g,-,-,BRC0032J,Nome não encontrado
