componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,229,125,BRC0312N,Nome não encontrado
Energia,kcal,55,30,BRC0312N,Nome não encontrado
Umidade,g,"85,0","46,8",BRC0312N,Nome não encontrado
Carboidrato total,g,"10,5","5,78",BRC0312N,Nome não encontrado
Carboidrato disponível,g,"6,43","3,54",BRC0312N,Nome não encontrado
Proteína,g,"2,98","1,64",BRC0312N,Nome não encontrado
Lipídios,g,"0,98","0,54",BRC0312N,Nome não encontrado
Fibra alimentar,g,"4,07","2,24",BRC0312N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0312N,Nome não encontrado
Cinzas,g,"0,52","0,29",BRC0312N,Nome não encontrado
Colesterol,mg,"0,74","0,41",BRC0312N,Nome não encontrado
Ácidos graxos saturados,g,"0,16","0,09",BRC0312N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,22","0,12",BRC0312N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,54","0,30",BRC0312N,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00",BRC0312N,Nome não encontrado
Cálcio,mg,"18,0","9,92",BRC0312N,Nome não encontrado
Ferro,mg,"0,76","0,42",BRC0312N,Nome não encontrado
Sódio,mg,"2,27","1,25",BRC0312N,Nome não encontrado
Magnésio,mg,"25,0","13,7",BRC0312N,Nome não encontrado
Fósforo,mg,"56,9","31,3",BRC0312N,Nome não encontrado
Potássio,mg,210,115,BRC0312N,Nome não encontrado
Manganês,mg,"0,19","0,10",BRC0312N,Nome não encontrado
Zinco,mg,"0,44","0,24",BRC0312N,Nome não encontrado
Cobre,mg,"0,12","0,06",BRC0312N,Nome não encontrado
Selênio,mcg,"0,29","0,16",BRC0312N,Nome não encontrado
Vitamina A (RE),mcg,131,"72,4",BRC0312N,Nome não encontrado
Vitamina A (RAE),mcg,"66,0","36,3",BRC0312N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0312N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,32","0,73",BRC0312N,Nome não encontrado
Tiamina,mg,"0,04","0,02",BRC0312N,Nome não encontrado
Riboflavina,mg,"0,00","0,00",BRC0312N,Nome não encontrado
Niacina,mg,"0,24","0,13",BRC0312N,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0312N,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0312N,Nome não encontrado
Vitamina C,mg,"1,45","0,79",BRC0312N,Nome não encontrado
Equivalente de folato,mcg,"50,1","27,5",BRC0312N,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0312N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0312N,Nome não encontrado
Gordura de adição,g,-,-,BRC0312N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0312N,Nome não encontrado
Proteína animal,g,-,-,BRC0312N,Nome não encontrado
