componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,333,182,BRC0156N,Nome não encontrado
Energia,kcal,79,43,BRC0156N,Nome não encontrado
Umidade,g,"80,3","44,2",BRC0156N,Nome não encontrado
Carboidrato total,g,"5,52","3,04",BRC0156N,Nome não encontrado
Carboidrato disponível,g,"4,64","2,55",BRC0156N,Nome não encontrado
Proteína,g,"11,9","6,53",BRC0156N,Nome não encontrado
Lipídios,g,"1,21","0,67",BRC0156N,Nome não encontrado
Fibra alimentar,g,"0,88","0,49",BRC0156N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0156N,Nome não encontrado
Cinzas,g,"1,07","0,59",BRC0156N,Nome não encontrado
Colesterol,mg,"31,7","17,4",BRC0156N,Nome não encontrado
Ácidos graxos saturados,g,"0,42","0,23",BRC0156N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,40","0,22",BRC0156N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,23","0,13",BRC0156N,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,01",BRC0156N,Nome não encontrado
Cálcio,mg,"10,6","5,83",BRC0156N,Nome não encontrado
Ferro,mg,"0,30","0,16",BRC0156N,Nome não encontrado
Sódio,mg,151,"83,1",BRC0156N,Nome não encontrado
Magnésio,mg,"12,7","7,00",BRC0156N,Nome não encontrado
Fósforo,mg,"97,7","53,7",BRC0156N,Nome não encontrado
Potássio,mg,217,119,BRC0156N,Nome não encontrado
Manganês,mg,"0,08","0,04",BRC0156N,Nome não encontrado
Zinco,mg,"0,47","0,26",BRC0156N,Nome não encontrado
Cobre,mg,"0,06","0,03",BRC0156N,Nome não encontrado
Selênio,mcg,"4,26","2,34",BRC0156N,Nome não encontrado
Vitamina A (RE),mcg,"31,0","17,0",BRC0156N,Nome não encontrado
Vitamina A (RAE),mcg,"15,7","8,63",BRC0156N,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0156N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,18","0,10",BRC0156N,Nome não encontrado
Tiamina,mg,"0,05","0,03",BRC0156N,Nome não encontrado
Riboflavina,mg,"0,01","0,01",BRC0156N,Nome não encontrado
Niacina,mg,"3,14","1,73",BRC0156N,Nome não encontrado
Vitamina B6,mg,"0,02","0,01",BRC0156N,Nome não encontrado
Vitamina B12,mcg,"0,05","0,03",BRC0156N,Nome não encontrado
Vitamina C,mg,"5,15","2,83",BRC0156N,Nome não encontrado
Equivalente de folato,mcg,"9,91","5,45",BRC0156N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0156N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0156N,Nome não encontrado
Gordura de adição,g,-,-,BRC0156N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0156N,Nome não encontrado
Proteína animal,g,-,-,BRC0156N,Nome não encontrado
