componente,unidade,Valor por 100g,Copo americano duplo (240 mL),Copo americano pequeno (165 mL),codigo_alimento,nome_alimento
Energia,kJ,217,519,357,BRC0238C,Nome não encontrado
Energia,kcal,51,122,84,BRC0238C,Nome não encontrado
Umidade,g,"86,7",208,143,BRC0238C,Nome não encontrado
Carboidrato total,g,"12,7","30,4","20,9",BRC0238C,Nome não encontrado
Carboidrato disponível,g,"11,8","28,3","19,5",BRC0238C,Nome não encontrado
Proteína,g,"0,40","0,96","0,66",BRC0238C,Nome não encontrado
Lipídios,g,"0,06","0,14","0,10",BRC0238C,Nome não encontrado
Fibra alimentar,g,"0,88","2,10","1,45",BRC0238C,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Cinzas,g,"0,14","0,33","0,23",BRC0238C,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Ácidos graxos saturados,g,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0238C,Nome não encontrado
Cálcio,mg,"7,14","17,1","11,8",BRC0238C,Nome não encontrado
Ferro,mg,"0,21","0,51","0,35",BRC0238C,Nome não encontrado
Sódio,mg,"0,90","2,17","1,49",BRC0238C,Nome não encontrado
Magnésio,mg,"11,2","26,9","18,5",BRC0238C,Nome não encontrado
Fósforo,mg,"4,37","10,5","7,21",BRC0238C,Nome não encontrado
Potássio,mg,"37,5","90,0","61,9",BRC0238C,Nome não encontrado
Manganês,mg,"0,12","0,28","0,19",BRC0238C,Nome não encontrado
Zinco,mg,"0,24","0,58","0,40",BRC0238C,Nome não encontrado
Cobre,mg,"0,06","0,15","0,10",BRC0238C,Nome não encontrado
Selênio,mcg,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Vitamina A (RE),mcg,,,,BRC0238C,Nome não encontrado
Vitamina A (RAE),mcg,,,,BRC0238C,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,,BRC0238C,Nome não encontrado
Tiamina,mg,"0,10","0,24","0,16",BRC0238C,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0238C,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0238C,Nome não encontrado
Vitamina B6,mg,"0,02","0,04","0,03",BRC0238C,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Vitamina C,mg,"5,43","13,0","8,95",BRC0238C,Nome não encontrado
Equivalente de folato,mcg,,,,BRC0238C,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0238C,Nome não encontrado
Açúcar de adição,g,"5,00","12,0","8,25",BRC0238C,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0238C,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0238C,Nome não encontrado
Proteína animal,g,-,-,-,BRC0238C,Nome não encontrado
