componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (120 g),codigo_alimento,nome_alimento
Energia,kJ,548,657,BRC0025E,Nome não encontrado
Energia,kcal,131,157,BRC0025E,Nome não encontrado
Umidade,g,"71,9","86,3",BRC0025E,Nome não encontrado
Carboidrato total,g,"1,18","1,42",BRC0025E,Nome não encontrado
Carboidrato disponível,g,"1,18","1,42",BRC0025E,Nome não encontrado
Proteína,g,"16,8","20,2",BRC0025E,Nome não encontrado
Lipídios,g,"6,55","7,86",BRC0025E,Nome não encontrado
Fibra alimentar,g,"0,00","0,00",BRC0025E,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0025E,Nome não encontrado
Cinzas,g,"3,57","4,28",BRC0025E,Nome não encontrado
Colesterol,mg,158,190,BRC0025E,Nome não encontrado
Ácidos graxos saturados,g,"2,00","2,40",BRC0025E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,20","2,64",BRC0025E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,20","1,44",BRC0025E,Nome não encontrado
Ácidos graxos trans,g,,,BRC0025E,Nome não encontrado
Cálcio,mg,"0,00","0,00",BRC0025E,Nome não encontrado
Ferro,mg,"0,91","1,09",BRC0025E,Nome não encontrado
Sódio,mg,"47,9","57,5",BRC0025E,Nome não encontrado
Magnésio,mg,"44,7","53,6",BRC0025E,Nome não encontrado
Fósforo,mg,696,835,BRC0025E,Nome não encontrado
Potássio,mg,244,293,BRC0025E,Nome não encontrado
Manganês,mg,"0,28","0,33",BRC0025E,Nome não encontrado
Zinco,mg,"3,34","4,00",BRC0025E,Nome não encontrado
Cobre,mg,"0,09","0,11",BRC0025E,Nome não encontrado
Selênio,mcg,,,BRC0025E,Nome não encontrado
Vitamina A (RE),mcg,"4,31","5,17",BRC0025E,Nome não encontrado
Vitamina A (RAE),mcg,"4,31","5,17",BRC0025E,Nome não encontrado
Vitamina D,mcg,,,BRC0025E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,,,BRC0025E,Nome não encontrado
Tiamina,mg,"0,05","0,06",BRC0025E,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0025E,Nome não encontrado
Niacina,mg,"3,30","3,96",BRC0025E,Nome não encontrado
Vitamina B6,mg,traços,traços,BRC0025E,Nome não encontrado
Vitamina B12,mcg,,,BRC0025E,Nome não encontrado
Vitamina C,mg,,,BRC0025E,Nome não encontrado
Equivalente de folato,mcg,,,BRC0025E,Nome não encontrado
Sal de adição,g,"0,00","0,00",BRC0025E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0025E,Nome não encontrado
Gordura de adição,g,"0,00","0,00",BRC0025E,Nome não encontrado
Proteína vegetal,g,"0,00","0,00",BRC0025E,Nome não encontrado
Proteína animal,g,"16,8","20,2",BRC0025E,Nome não encontrado
