componente,unidade,Valor por 100g,Colher servir cheia (55 g),codigo_alimento,nome_alimento
Energia,kJ,534,293,BRC0343N,Nome não encontrado
Energia,kcal,128,70,BRC0343N,Nome não encontrado
Umidade,g,"74,9","41,2",BRC0343N,Nome não encontrado
Carboidrato total,g,"6,08","3,35",BRC0343N,Nome não encontrado
Carboidrato disponível,g,"5,10","2,81",BRC0343N,Nome não encontrado
Proteína,g,"11,6","6,40",BRC0343N,Nome não encontrado
Lipídios,g,"6,52","3,58",BRC0343N,Nome não encontrado
Fibra alimentar,g,"0,98","0,54",BRC0343N,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0343N,Nome não encontrado
Cinzas,g,"0,85","0,47",BRC0343N,Nome não encontrado
Colesterol,mg,"41,3","22,7",BRC0343N,Nome não encontrado
Ácidos graxos saturados,g,"2,47","1,36",BRC0343N,Nome não encontrado
Ácidos graxos monoinsaturados,g,"2,93","1,61",BRC0343N,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,51","0,28",BRC0343N,Nome não encontrado
Ácidos graxos trans,g,"0,14","0,08",BRC0343N,Nome não encontrado
Cálcio,mg,"16,7","9,20",BRC0343N,Nome não encontrado
Ferro,mg,"1,11","0,61",BRC0343N,Nome não encontrado
Sódio,mg,150,"82,9",BRC0343N,Nome não encontrado
Magnésio,mg,"13,2","7,26",BRC0343N,Nome não encontrado
Fósforo,mg,"77,6","42,7",BRC0343N,Nome não encontrado
Potássio,mg,156,"86,1",BRC0343N,Nome não encontrado
Manganês,mg,"0,19","0,10",BRC0343N,Nome não encontrado
Zinco,mg,"3,18","1,75",BRC0343N,Nome não encontrado
Cobre,mg,"0,07","0,04",BRC0343N,Nome não encontrado
Selênio,mcg,"0,43","0,24",BRC0343N,Nome não encontrado
Vitamina A (RE),mcg,"90,5","49,8",BRC0343N,Nome não encontrado
Vitamina A (RAE),mcg,"45,5","25,0",BRC0343N,Nome não encontrado
Vitamina D,mcg,"1,05","0,58",BRC0343N,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,82","0,45",BRC0343N,Nome não encontrado
Tiamina,mg,"0,01","0,01",BRC0343N,Nome não encontrado
Riboflavina,mg,"0,02","0,01",BRC0343N,Nome não encontrado
Niacina,mg,"0,70","0,39",BRC0343N,Nome não encontrado
Vitamina B6,mg,"0,04","0,02",BRC0343N,Nome não encontrado
Vitamina B12,mcg,"1,02","0,56",BRC0343N,Nome não encontrado
Vitamina C,mg,"9,74","5,36",BRC0343N,Nome não encontrado
Equivalente de folato,mcg,"20,2","11,1",BRC0343N,Nome não encontrado
Sal de adição,g,"0,25","0,14",BRC0343N,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0343N,Nome não encontrado
Gordura de adição,g,-,-,BRC0343N,Nome não encontrado
Proteína vegetal,g,-,-,BRC0343N,Nome não encontrado
Proteína animal,g,-,-,BRC0343N,Nome não encontrado
