componente,unidade,Valor por 100g,Porção Média (80 g),codigo_alimento,nome_alimento
Energia,kJ,433,346,BRC0588A,Nome não encontrado
Energia,kcal,104,82,BRC0588A,Nome não encontrado
Umidade,g,"77,7","62,2",BRC0588A,Nome não encontrado
Carboidrato total,g,"12,5","10,0",BRC0588A,Nome não encontrado
Carboidrato disponível,g,"10,8","8,60",BRC0588A,Nome não encontrado
Proteína,g,"3,52","2,81",BRC0588A,Nome não encontrado
Lipídios,g,"4,78","3,82",BRC0588A,Nome não encontrado
Fibra alimentar,g,"1,75","1,40",BRC0588A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0588A,Nome não encontrado
Cinzas,g,"1,49","1,19",BRC0588A,Nome não encontrado
Colesterol,mg,"32,5","26,0",BRC0588A,Nome não encontrado
Ácidos graxos saturados,g,"1,17","0,93",BRC0588A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"1,24","0,99",BRC0588A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"2,08","1,66",BRC0588A,Nome não encontrado
Ácidos graxos trans,g,"0,02","0,02",BRC0588A,Nome não encontrado
Cálcio,mg,"40,6","32,5",BRC0588A,Nome não encontrado
Ferro,mg,"0,95","0,76",BRC0588A,Nome não encontrado
Sódio,mg,378,302,BRC0588A,Nome não encontrado
Magnésio,mg,"15,3","12,2",BRC0588A,Nome não encontrado
Fósforo,mg,"59,8","47,8",BRC0588A,Nome não encontrado
Potássio,mg,189,151,BRC0588A,Nome não encontrado
Manganês,mg,"0,15","0,12",BRC0588A,Nome não encontrado
Zinco,mg,"0,44","0,35",BRC0588A,Nome não encontrado
Cobre,mg,"0,07","0,05",BRC0588A,Nome não encontrado
Selênio,mcg,"3,02","2,42",BRC0588A,Nome não encontrado
Vitamina A (RE),mcg,167,134,BRC0588A,Nome não encontrado
Vitamina A (RAE),mcg,"95,4","76,3",BRC0588A,Nome não encontrado
Vitamina D,mcg,"0,16","0,13",BRC0588A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,75","0,60",BRC0588A,Nome não encontrado
Tiamina,mg,"0,08","0,07",BRC0588A,Nome não encontrado
Riboflavina,mg,"0,11","0,09",BRC0588A,Nome não encontrado
Niacina,mg,"0,73","0,58",BRC0588A,Nome não encontrado
Vitamina B6,mg,"0,03","0,02",BRC0588A,Nome não encontrado
Vitamina B12,mcg,"0,13","0,10",BRC0588A,Nome não encontrado
Vitamina C,mg,"4,57","3,66",BRC0588A,Nome não encontrado
Equivalente de folato,mcg,"34,9","27,9",BRC0588A,Nome não encontrado
Sal de adição,g,"0,47","0,38",BRC0588A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0588A,Nome não encontrado
Gordura de adição,g,-,-,BRC0588A,Nome não encontrado
Proteína vegetal,g,-,-,BRC0588A,Nome não encontrado
Proteína animal,g,-,-,BRC0588A,Nome não encontrado
