componente,unidade,Valor por 100g,Colher servir cheia (60 g),Colher servir rasa (45 g),Pedaço/ Unidade/ Fatia (M) (100 g),codigo_alimento,nome_alimento
Energia,kJ,412,247,185,411,BRC0421E,Nome não encontrado
Energia,kcal,98,58,43,97,BRC0421E,Nome não encontrado
Umidade,g,"77,2","46,3","34,7","77,2",BRC0421E,Nome não encontrado
Carboidrato total,g,"0,95","0,57","0,43","0,95",BRC0421E,Nome não encontrado
Carboidrato disponível,g,"0,43","0,26","0,19","0,43",BRC0421E,Nome não encontrado
Proteína,g,"17,9","10,8","8,07","17,9",BRC0421E,Nome não encontrado
Lipídios,g,"2,58","1,55","1,16","2,58",BRC0421E,Nome não encontrado
Fibra alimentar,g,"0,51","0,31","0,23","0,51",BRC0421E,Nome não encontrado
Álcool,g,"0,00","0,00","0,00","0,00",BRC0421E,Nome não encontrado
Cinzas,g,"1,34","0,80","0,60","1,34",BRC0421E,Nome não encontrado
Colesterol,mg,"64,6","38,8","29,1","64,6",BRC0421E,Nome não encontrado
Ácidos graxos saturados,g,"0,84","0,50","0,38","0,84",BRC0421E,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,72","0,43","0,33","0,72",BRC0421E,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,72","0,43","0,32","0,72",BRC0421E,Nome não encontrado
Ácidos graxos trans,g,"0,01","0,01","0,00","0,01",BRC0421E,Nome não encontrado
Cálcio,mg,"15,8","9,47","7,10","15,8",BRC0421E,Nome não encontrado
Ferro,mg,"0,46","0,27","0,20","0,46",BRC0421E,Nome não encontrado
Sódio,mg,145,"87,5","65,6",145,BRC0421E,Nome não encontrado
Magnésio,mg,"26,1","15,7","11,7","26,1",BRC0421E,Nome não encontrado
Fósforo,mg,182,109,"82,1",182,BRC0421E,Nome não encontrado
Potássio,mg,384,230,173,384,BRC0421E,Nome não encontrado
Manganês,mg,"0,03","0,02","0,01","0,03",BRC0421E,Nome não encontrado
Zinco,mg,"0,39","0,24","0,18","0,39",BRC0421E,Nome não encontrado
Cobre,mg,"0,05","0,03","0,02","0,05",BRC0421E,Nome não encontrado
Selênio,mcg,"59,8","35,9","26,9","59,8",BRC0421E,Nome não encontrado
Vitamina A (RE),mcg,"83,7","50,2","37,7","83,7",BRC0421E,Nome não encontrado
Vitamina A (RAE),mcg,"70,1","42,0","31,5","70,1",BRC0421E,Nome não encontrado
Vitamina D,mcg,"0,30","0,18","0,14","0,30",BRC0421E,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,86","0,51","0,38","0,86",BRC0421E,Nome não encontrado
Tiamina,mg,"0,12","0,07","0,05","0,12",BRC0421E,Nome não encontrado
Riboflavina,mg,"0,06","0,03","0,03","0,06",BRC0421E,Nome não encontrado
Niacina,mg,"2,40","1,44","1,08","2,40",BRC0421E,Nome não encontrado
Vitamina B6,mg,"0,01","0,01","0,01","0,01",BRC0421E,Nome não encontrado
Vitamina B12,mcg,"2,02","1,21","0,91","2,02",BRC0421E,Nome não encontrado
Vitamina C,mg,"4,07","2,44","1,83","4,07",BRC0421E,Nome não encontrado
Equivalente de folato,mcg,"14,8","8,85","6,64","14,8",BRC0421E,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00","0,00",BRC0421E,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00","0,00",BRC0421E,Nome não encontrado
Gordura de adição,g,-,-,-,-,BRC0421E,Nome não encontrado
Proteína vegetal,g,-,-,-,-,BRC0421E,Nome não encontrado
Proteína animal,g,-,-,-,-,BRC0421E,Nome não encontrado
