componente,unidade,Valor por 100g,Porção Média (140 g),codigo_alimento,nome_alimento
Energia,kJ,822,1150,BRC0324A,Nome não encontrado
Energia,kcal,196,274,BRC0324A,Nome não encontrado
Umidade,g,"61,4","86,0",BRC0324A,Nome não encontrado
Carboidrato total,g,"10,9","15,3",BRC0324A,Nome não encontrado
Carboidrato disponível,g,"9,99","14,0",BRC0324A,Nome não encontrado
Proteína,g,"16,1","22,5",BRC0324A,Nome não encontrado
Lipídios,g,"10,00","14,0",BRC0324A,Nome não encontrado
Fibra alimentar,g,"0,92","1,29",BRC0324A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0324A,Nome não encontrado
Cinzas,g,"1,54","2,16",BRC0324A,Nome não encontrado
Colesterol,mg,"68,9","96,5",BRC0324A,Nome não encontrado
Ácidos graxos saturados,g,"3,21","4,49",BRC0324A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"3,17","4,44",BRC0324A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"3,16","4,42",BRC0324A,Nome não encontrado
Ácidos graxos trans,g,"0,13","0,18",BRC0324A,Nome não encontrado
Cálcio,mg,"33,5","46,9",BRC0324A,Nome não encontrado
Ferro,mg,"1,97","2,76",BRC0324A,Nome não encontrado
Sódio,mg,246,344,BRC0324A,Nome não encontrado
Magnésio,mg,"19,1","26,7",BRC0324A,Nome não encontrado
Fósforo,mg,150,210,BRC0324A,Nome não encontrado
Potássio,mg,283,396,BRC0324A,Nome não encontrado
Manganês,mg,"0,09","0,13",BRC0324A,Nome não encontrado
Zinco,mg,"4,13","5,78",BRC0324A,Nome não encontrado
Cobre,mg,"0,10","0,14",BRC0324A,Nome não encontrado
Selênio,mcg,"2,95","4,13",BRC0324A,Nome não encontrado
Vitamina A (RE),mcg,"53,3","74,6",BRC0324A,Nome não encontrado
Vitamina A (RAE),mcg,"39,9","55,9",BRC0324A,Nome não encontrado
Vitamina D,mcg,"0,44","0,62",BRC0324A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"0,47","0,66",BRC0324A,Nome não encontrado
Tiamina,mg,traços,traços,BRC0324A,Nome não encontrado
Riboflavina,mg,traços,traços,BRC0324A,Nome não encontrado
Niacina,mg,"2,42","3,39",BRC0324A,Nome não encontrado
Vitamina B6,mg,"0,04","0,06",BRC0324A,Nome não encontrado
Vitamina B12,mcg,"1,78","2,49",BRC0324A,Nome não encontrado
Vitamina C,mg,"4,32","6,05",BRC0324A,Nome não encontrado
Equivalente de folato,mcg,"30,3","42,4",BRC0324A,Nome não encontrado
Sal de adição,g,"0,47","0,66",BRC0324A,Nome não encontrado
Açúcar de adição,g,"0,00","0,00",BRC0324A,Nome não encontrado
Gordura de adição,g,"4,77","6,68",BRC0324A,Nome não encontrado
Proteína vegetal,g,"1,57","2,20",BRC0324A,Nome não encontrado
Proteína animal,g,"14,2","19,9",BRC0324A,Nome não encontrado
