componente,unidade,Valor por 100g,Colher sopa cheia (42 g),Colher sopa rasa (30 g),codigo_alimento,nome_alimento
Energia,kJ,389,163,116,BRC0042B,Nome não encontrado
Energia,kcal,92,38,27,BRC0042B,Nome não encontrado
Umidade,g,"75,4","31,7","22,6",BRC0042B,Nome não encontrado
Carboidrato total,g,"23,1","9,70","6,93",BRC0042B,Nome não encontrado
Carboidrato disponível,g,"20,3","8,54","6,10",BRC0042B,Nome não encontrado
Proteína,g,"0,85","0,36","0,26",BRC0042B,Nome não encontrado
Lipídios,g,"0,18","0,07","0,05",BRC0042B,Nome não encontrado
Fibra alimentar,g,"2,74","1,15","0,82",BRC0042B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Cinzas,g,"0,47","0,20","0,14",BRC0042B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Ácidos graxos saturados,g,"0,04","0,02","0,01",BRC0042B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,08","0,03","0,02",BRC0042B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Cálcio,mg,"21,5","9,05","6,46",BRC0042B,Nome não encontrado
Ferro,mg,"0,24","0,10","0,07",BRC0042B,Nome não encontrado
Sódio,mg,"3,39","1,42","1,02",BRC0042B,Nome não encontrado
Magnésio,mg,"14,0","5,89","4,20",BRC0042B,Nome não encontrado
Fósforo,mg,"19,3","8,12","5,80",BRC0042B,Nome não encontrado
Potássio,mg,186,"78,3","55,9",BRC0042B,Nome não encontrado
Manganês,mg,"0,18","0,07","0,05",BRC0042B,Nome não encontrado
Zinco,mg,"0,16","0,07","0,05",BRC0042B,Nome não encontrado
Cobre,mg,"0,08","0,03","0,02",BRC0042B,Nome não encontrado
Selênio,mcg,"0,20","0,08","0,06",BRC0042B,Nome não encontrado
Vitamina A (RE),mcg,1405,590,421,BRC0042B,Nome não encontrado
Vitamina A (RAE),mcg,702,295,210,BRC0042B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,18","0,50","0,35",BRC0042B,Nome não encontrado
Tiamina,mg,"0,11","0,04","0,03",BRC0042B,Nome não encontrado
Riboflavina,mg,traços,traços,traços,BRC0042B,Nome não encontrado
Niacina,mg,"3,23","1,36","0,97",BRC0042B,Nome não encontrado
Vitamina B6,mg,"0,06","0,03","0,02",BRC0042B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Vitamina C,mg,"29,9","12,5","8,96",BRC0042B,Nome não encontrado
Equivalente de folato,mcg,"7,42","3,12","2,23",BRC0042B,Nome não encontrado
Sal de adição,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
Proteína vegetal,g,"0,85","0,36","0,26",BRC0042B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0042B,Nome não encontrado
