componente,unidade,Valor por 100g,Colher sopa cheia (25 g),Colher sopa rasa (18 g),codigo_alimento,nome_alimento
Energia,kJ,118,29,21,BRC0466B,Nome não encontrado
Energia,kcal,28,7,5,BRC0466B,Nome não encontrado
Umidade,g,"91,6","22,9","16,5",BRC0466B,Nome não encontrado
Carboidrato total,g,"6,01","1,50","1,08",BRC0466B,Nome não encontrado
Carboidrato disponível,g,"4,09","1,02","0,74",BRC0466B,Nome não encontrado
Proteína,g,"1,26","0,31","0,23",BRC0466B,Nome não encontrado
Lipídios,g,"0,31","0,08","0,06",BRC0466B,Nome não encontrado
Fibra alimentar,g,"1,92","0,48","0,35",BRC0466B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0466B,Nome não encontrado
Cinzas,g,"0,84","0,21","0,15",BRC0466B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0466B,Nome não encontrado
Ácidos graxos saturados,g,"0,06","0,01","0,01",BRC0466B,Nome não encontrado
Ácidos graxos monoinsaturados,g,"0,01","0,00","0,00",BRC0466B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,09","0,02","0,02",BRC0466B,Nome não encontrado
Ácidos graxos trans,g,,,,BRC0466B,Nome não encontrado
Cálcio,mg,"8,77","2,19","1,58",BRC0466B,Nome não encontrado
Ferro,mg,"0,44","0,11","0,08",BRC0466B,Nome não encontrado
Sódio,mg,127,"32,0","23,0",BRC0466B,Nome não encontrado
Magnésio,mg,"7,23","1,81","1,30",BRC0466B,Nome não encontrado
Fósforo,mg,"20,2","5,06","3,64",BRC0466B,Nome não encontrado
Potássio,mg,115,"29,0","20,9",BRC0466B,Nome não encontrado
Manganês,mg,"0,10","0,03","0,02",BRC0466B,Nome não encontrado
Zinco,mg,"0,14","0,04","0,03",BRC0466B,Nome não encontrado
Cobre,mg,"0,06","0,01","0,01",BRC0466B,Nome não encontrado
Selênio,mcg,"0,21","0,05","0,04",BRC0466B,Nome não encontrado
Vitamina A (RE),mcg,"46,4","11,6","8,35",BRC0466B,Nome não encontrado
Vitamina A (RAE),mcg,"23,2","5,80","4,18",BRC0466B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0466B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,29","0,32","0,23",BRC0466B,Nome não encontrado
Tiamina,mg,"0,02","0,01","0,00",BRC0466B,Nome não encontrado
Riboflavina,mg,"0,02","0,01","0,00",BRC0466B,Nome não encontrado
Niacina,mg,traços,traços,traços,BRC0466B,Nome não encontrado
Vitamina B6,mg,"0,02","0,01","0,00",BRC0466B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0466B,Nome não encontrado
Vitamina C,mg,114,"28,5","20,6",BRC0466B,Nome não encontrado
Equivalente de folato,mcg,"15,2","3,80","2,73",BRC0466B,Nome não encontrado
Sal de adição,g,"0,32","0,08","0,06",BRC0466B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0466B,Nome não encontrado
Gordura de adição,g,-,-,-,BRC0466B,Nome não encontrado
Proteína vegetal,g,-,-,-,BRC0466B,Nome não encontrado
Proteína animal,g,-,-,-,BRC0466B,Nome não encontrado
