componente,unidade,Valor por 100g,Pedaço/ Unidade/ Fatia (M) (13 g),codigo_alimento,nome_alimento
Energia,kJ,2008,261,BRC0046A,Nome não encontrado
Energia,kcal,478,62,BRC0046A,Nome não encontrado
Umidade,g,"1,50","0,20",BRC0046A,Nome não encontrado
Carboidrato total,g,"71,5","9,30",BRC0046A,Nome não encontrado
Carboidrato disponível,g,"69,0","8,97",BRC0046A,Nome não encontrado
Proteína,g,"6,80","0,88",BRC0046A,Nome não encontrado
Lipídios,g,"18,9","2,46",BRC0046A,Nome não encontrado
Fibra alimentar,g,"2,50","0,33",BRC0046A,Nome não encontrado
Álcool,g,"0,00","0,00",BRC0046A,Nome não encontrado
Cinzas,g,"1,30","0,17",BRC0046A,Nome não encontrado
Colesterol,mg,traços,traços,BRC0046A,Nome não encontrado
Ácidos graxos saturados,g,"5,98","0,78",BRC0046A,Nome não encontrado
Ácidos graxos monoinsaturados,g,"6,37","0,83",BRC0046A,Nome não encontrado
Ácidos graxos poliinsaturados,g,"1,64","0,21",BRC0046A,Nome não encontrado
Ácidos graxos trans,g,"4,06","0,53",BRC0046A,Nome não encontrado
Cálcio,mg,"27,4","3,56",BRC0046A,Nome não encontrado
Ferro,mg,"2,29","0,30",BRC0046A,Nome não encontrado
Sódio,mg,240,"31,3",BRC0046A,Nome não encontrado
Magnésio,mg,"48,3","6,28",BRC0046A,Nome não encontrado
Fósforo,mg,140,"18,3",BRC0046A,Nome não encontrado
Potássio,mg,234,"30,4",BRC0046A,Nome não encontrado
Manganês,mg,"0,59","0,08",BRC0046A,Nome não encontrado
Zinco,mg,"1,00","0,13",BRC0046A,Nome não encontrado
Cobre,mg,"0,28","0,04",BRC0046A,Nome não encontrado
Selênio,mcg,,,BRC0046A,Nome não encontrado
Vitamina A (RE),mcg,,,BRC0046A,Nome não encontrado
Vitamina A (RAE),mcg,"0,99","0,13",BRC0046A,Nome não encontrado
Vitamina D,mcg,"0,00","0,00",BRC0046A,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"2,44","0,32",BRC0046A,Nome não encontrado
Tiamina,mg,"0,32","0,04",BRC0046A,Nome não encontrado
Riboflavina,mg,"0,40","0,05",BRC0046A,Nome não encontrado
Niacina,mg,"2,54","0,33",BRC0046A,Nome não encontrado
Vitamina B6,mg,"0,46","0,06",BRC0046A,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00",BRC0046A,Nome não encontrado
Vitamina C,mg,traços,traços,BRC0046A,Nome não encontrado
Equivalente de folato,mcg,103,"13,5",BRC0046A,Nome não encontrado
Sal de adição,g,,,BRC0046A,Nome não encontrado
Açúcar de adição,g,,,BRC0046A,Nome não encontrado
Gordura de adição,g,,,BRC0046A,Nome não encontrado
Proteína vegetal,g,,,BRC0046A,Nome não encontrado
Proteína animal,g,,,BRC0046A,Nome não encontrado
