componente,unidade,Valor por 100g,Colher sopa cheia (20 g),Colher sopa rasa (10 g),codigo_alimento,nome_alimento
Energia,kJ,106,21,10,BRC0144B,Nome não encontrado
Energia,kcal,25,5,2,BRC0144B,Nome não encontrado
Umidade,g,"91,6","18,3","9,16",BRC0144B,Nome não encontrado
Carboidrato total,g,"4,01","0,80","0,40",BRC0144B,Nome não encontrado
Carboidrato disponível,g,"1,12","0,22","0,11",BRC0144B,Nome não encontrado
Proteína,g,"2,66","0,53","0,27",BRC0144B,Nome não encontrado
Lipídios,g,"0,51","0,10","0,05",BRC0144B,Nome não encontrado
Fibra alimentar,g,"2,89","0,58","0,29",BRC0144B,Nome não encontrado
Álcool,g,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Cinzas,g,"1,25","0,25","0,12",BRC0144B,Nome não encontrado
Colesterol,mg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Ácidos graxos saturados,g,"0,11","0,02","0,01",BRC0144B,Nome não encontrado
Ácidos graxos monoinsaturados,g,traços,traços,traços,BRC0144B,Nome não encontrado
Ácidos graxos poliinsaturados,g,"0,12","0,02","0,01",BRC0144B,Nome não encontrado
Ácidos graxos trans,g,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Cálcio,mg,236,"47,3","23,7",BRC0144B,Nome não encontrado
Ferro,mg,"0,57","0,11","0,06",BRC0144B,Nome não encontrado
Sódio,mg,138,"27,7","13,9",BRC0144B,Nome não encontrado
Magnésio,mg,"41,4","8,29","4,14",BRC0144B,Nome não encontrado
Fósforo,mg,"40,6","8,12","4,06",BRC0144B,Nome não encontrado
Potássio,mg,582,116,"58,3",BRC0144B,Nome não encontrado
Manganês,mg,"0,29","0,06","0,03",BRC0144B,Nome não encontrado
Zinco,mg,"0,22","0,04","0,02",BRC0144B,Nome não encontrado
Cobre,mg,"0,04","0,01","0,00",BRC0144B,Nome não encontrado
Selênio,mcg,"0,24","0,05","0,02",BRC0144B,Nome não encontrado
Vitamina A (RE),mcg,466,"93,3","46,7",BRC0144B,Nome não encontrado
Vitamina A (RAE),mcg,233,"46,7","23,3",BRC0144B,Nome não encontrado
Vitamina D,mcg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Alfa-tocoferol (Vitamina E),mg,"1,08","0,22","0,11",BRC0144B,Nome não encontrado
Tiamina,mg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Riboflavina,mg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Niacina,mg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Vitamina B6,mg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Vitamina B12,mcg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Vitamina C,mg,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Equivalente de folato,mcg,"12,5","2,49","1,25",BRC0144B,Nome não encontrado
Sal de adição,g,"0,32","0,06","0,03",BRC0144B,Nome não encontrado
Açúcar de adição,g,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Gordura de adição,g,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Proteína vegetal,g,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
Proteína animal,g,"0,00","0,00","0,00",BRC0144B,Nome não encontrado
